tipo	fabricante	modelo	portas/capacidade	autonomia	ano	placa	renavam	chassi
carro	Renault	Sandero	4	13.5	2015	OCT-4255	31448877215	93YZF5UA40N2A62GQ
van	Mercedes-Benz	Sprinter	12	6.14	2016	PVS-2923	16321451176	9BMLS3F5FEJ9NAF34
carro	Volkswagen	Gol	4	13.15	2017	OYK-4926	36362877101	9BWT9UE43B9287VSZ
van	Mercedes-Benz	Sprinter	6	12.09	2017	PLV-6288	45369471510	9BMT4JFGRT30X8SEF
van	Fiat	Ducato	12	10.0	2016	PAQ-2490	42955977961	9BDBU11ZT9TBZNYJI
van	Mercedes-Benz	Sprinter	11	12.26	2016	PJF-5903	72809181188	9BMYGDIQEOAZDSDV8
ute	Mercedes-Benz	Sprinter	1800	9.8	2017	PBX-3310	60117944261	9BMFCO27HVFQYI41Q
carro	Honda	Civic	4	13.65	2017	PGW-0408	38822753544	93H2ZY5AF7KI5U2K7
carro	Fiat	Uno	4	9.99	2017	PYS-3689	26185026032	9BD8HDEUVUWNWXNVC
carro	Honda	Civic	4	9.6	2017	OHQ-5984	92051034702	93HYMBLJWEWLGUROV
van	Fiat	Ducato	12	8.39	2017	PAD-1170	00580889168	9BD2TT20O34QXUOK0
carro	Volkswagen	Gol	2	11.6	2016	PBA-3414	35373933063	9BW15FCB7W23D7NYL
van	Mercedes-Benz	Sprinter	12	7.76	2017	PRB-3689	80358886656	9BMRREC4GFOSI7GM6
van	Fiat	Ducato	17	10.41	2014	PZX-2983	30685612514	9BD47HQWQH5XATOIT
van	Fiat	Ducato	11	13.56	2017	PGP-7265	79484434073	9BDLKCEM197GCN1IZ
carro	Toyota	Corolla	2	10.26	2017	PVM-4491	24730161443	9BRRQRN4L2RMO1GIB
carro	Fiat	Uno	4	9.0	2016	OTN-9225	52360484227	9BDDTMYXM5NEBPUCD
ute	Fiat	Ducato	1800	10.9	2014	PJR-9446	92897276700	9BD5F9JOSG3BZDR6A
van	Fiat	Ducato	9	12.32	2017	PVL-3006	74397650819	9BDUDFFJIJQ1QATV3
carro	Toyota	Corolla	4	14.99	2017	PDK-0197	64948827920	9BR5D4AO1L695KU94
carro	Ford	Ka+	2	8.82	2016	PQS-5148	89936235456	9BF8AJJ2EUAF56U2M
carro	Volkswagen	Gol	4	11.05	2017	PDK-3296	43880505797	9BWPJUS4ST0ZI70GL
carro	Chevrolet	Prisma	4	12.75	2014	PCO-1413	47266963638	9BGVTERR1XXXFD2AP
carro	Toyota	Corolla	4	8.98	2015	PYZ-6891	03116622419	9BR8H3O6AXSCMD0G2
van	Fiat	Ducato	10	6.47	2017	PLE-3666	77277247925	9BD923FEJYYW8LG5E
carro	Chevrolet	Prisma	2	13.68	2016	PUV-7087	56188809170	9BG4T4HK7O3POOIET
ute	Fiat	Ducato	1800	8.86	2017	PMZ-8917	74689513288	9BDXOJ1L32O88RBC1
carro	Volkswagen	Gol	4	16.99	2017	ODC-8354	26048803863	9BWC025LWWNY8258C
van	Fiat	Ducato	9	12.41	2014	OFV-2641	66398820940	9BDFZQD4J6HZQME7B
carro	Chevrolet	Spin	4	12.71	2017	ODA-2618	61119790801	9BGMRW56RDETFZBMJ
carro	Toyota	Corolla	4	7.24	2016	PSW-2372	67308129703	9BRAE74VINJUIQ5H4
carro	Toyota	Corolla	4	13.88	2017	PIH-4769	98582801496	9BRLBDW4B7SNFEEYL
carro	Honda	Civic	4	13.58	2015	PPR-4152	96059288432	93H42Z7J2OQ0JIC3G
carro	Chevrolet	Prisma	4	10.65	2017	PJT-3975	99502815461	9BGN4L25YPRD67Q8E
carro	Ford	Ka+	4	11.69	2015	PGR-7430	72698600209	9BFCIITKXXQP6QEXL
carro	Fiat	Uno	4	13.73	2017	OBU-9126	88751990801	9BDR5I7BFY5TPGUZO
van	Fiat	Ducato	11	9.32	2017	PJU-9714	85194964705	9BDT5KQLCFXOC0ESE
carro	Volkswagen	Gol	4	11.11	2017	PKM-6121	42574300085	9BW3J6CU1ZASDPQDY
carro	Fiat	Uno	4	11.58	2017	PZZ-5353	30844397469	9BDHSSOG93V8EBNSU
carro	Fiat	Uno	4	11.96	2016	POM-0756	73847145356	9BD3E6IFHQ6WIWTW1
van	Fiat	Ducato	11	12.12	2017	PZH-6519	95166191791	9BD8NBEKYJBPXRCRK
van	Fiat	Ducato	14	9.2	2016	OQF-1936	80930635043	9BD4JTZ6H8J8F7WPS
van	Fiat	Ducato	9	11.38	2017	PET-2465	17522798160	9BD3R0TK0PWDPBMX8
carro	Volkswagen	Gol	2	12.75	2017	PGR-3760	84749032797	9BWO8E15O4FUD0VO9
van	Mercedes-Benz	Sprinter	14	9.76	2017	PJS-8002	20784025920	9BMD1GBSI1R2HTP73
van	Mercedes-Benz	Sprinter	10	6.75	2017	PUI-4805	14815578277	9BMOZ0CPJ3VO04FS6
van	Mercedes-Benz	Sprinter	8	4.84	2015	PMU-2669	54256119511	9BMNDOHM7P2IS5EJZ
carro	Ford	Ka	4	9.46	2016	PEB-4318	42014693800	9BFWSMB3OE17P5TFS
van	Fiat	Ducato	9	14.43	2017	PUF-5823	71098565090	9BDTDBHIZ775GJKD8
van	Mercedes-Benz	Sprinter	12	12.42	2016	POL-1300	51148324085	9BM4GY0XLQBRJOLRF
carro	Volkswagen	Gol	4	12.64	2015	PZZ-9459	19454507776	9BWKIRLQ8UBC41SAN
van	Mercedes-Benz	Sprinter	7	11.17	2017	OOI-8508	17095266338	9BMCQTV2SZBBVEQ03
van	Mercedes-Benz	Sprinter	11	11.1	2014	ORT-5833	96843820686	9BMOX4L3MFHW64M12
ute	Fiat	Ducato	1800	12.83	2017	PCW-2159	13890427716	9BDAPQF7SRA275F4C
carro	Renault	Logan	4	10.95	2017	PJE-6585	35774522739	93YWGDOZVQUYXY1R0
carro	Toyota	Corolla	4	12.06	2016	PNW-8034	89663936224	9BR9DVGLVTC3HT6OK
carro	Ford	Ka+	4	10.37	2017	PGE-2661	35035473685	9BFDA3206IQU635DA
van	Mercedes-Benz	Sprinter	13	14.26	2017	PQL-6377	29253595997	9BMXL8WOIY6BFJT4M
carro	Chevrolet	Onix	4	9.13	2017	PQY-5962	94308259942	9BG958TRSGXZO5MYV
van	Fiat	Ducato	14	11.84	2015	PYS-1569	04529985259	9BD0IJUJQQWU5DXUU
carro	Honda	Civic	4	13.09	2014	PRR-7636	38186618573	93HOSYM57V1ZC6QPA
van	Mercedes-Benz	Sprinter	10	14.0	2016	PRV-5528	33604587510	9BMLS5JO3VJY3WJVK
carro	Renault	Sandero	4	10.01	2017	PGM-9238	19344544520	93Y8JZVBW5JM3PUUK
carro	Fiat	Uno	4	8.35	2017	PQW-2673	03268268704	9BDPW5X7QDBUSTP4Y
ute	Mercedes-Benz	Sprinter	1800	6.51	2015	PHJ-2084	53114476200	9BMBIPOYW1N8HAGQ5
carro	Ford	Ka	2	14.9	2017	PBD-2960	42647986135	9BFM7JE3E3W6GEQOY
carro	Chevrolet	Onix	4	18.93	2017	PIQ-8194	86450956866	9BGS9LLUMDBGZPYW3
carro	Fiat	Uno	4	13.07	2014	PIG-3780	73259424369	9BDE93I8FB9F6XX57
ute	Mercedes-Benz	Sprinter	1800	10.67	2014	OBH-4131	25957437219	9BMI4ZIT7WHN6ZR7W
carro	Chevrolet	Spin	4	10.09	2016	OBG-5370	82995603806	9BGJS8XE84NDYE1ON
carro	Toyota	Corolla	2	14.63	2017	PDN-3522	08872404653	9BR148W0ONZNVE6L7
van	Fiat	Ducato	8	8.96	2017	PSQ-5944	58568629444	9BDONE8MWQQQBIPQG
carro	Volkswagen	Gol	2	10.77	2014	PWI-9369	97908227019	9BW57742JAH7KVUHI
ute	Fiat	Ducato	1800	12.42	2017	PAA-7533	35873213131	9BD63CK6XVANEI414
carro	Honda	Civic	4	10.75	2017	OEL-1741	78111978438	93HTIESZFITL7RSUL
van	Mercedes-Benz	Sprinter	8	17.89	2015	PNX-8686	85193733899	9BMJZ9EZLTVV71UC2
ute	Fiat	Ducato	1800	12.16	2016	PRS-7405	65996607923	9BDZ2XGNHB5EO43P2
carro	Chevrolet	Onix	4	11.94	2017	PPO-4117	44816778912	9BGRZNAA3PFPFBFT6
van	Mercedes-Benz	Sprinter	12	10.17	2015	PHG-3353	67479358086	9BMN1N6YH4VM6U5RN
van	Mercedes-Benz	Sprinter	15	9.23	2017	PCL-9086	39844035270	9BMAAB3ALX0LHH1FH
van	Fiat	Ducato	9	10.21	2014	PBS-2974	39783620578	9BDS4PYQZ2JP9RIIG
van	Mercedes-Benz	Sprinter	16	11.76	2016	PSN-2869	25458418494	9BMBYRI0AJUY8DEMG
van	Fiat	Ducato	11	11.81	2017	OWC-8049	30559634580	9BD9QMRC5U7YCEJRN
carro	Chevrolet	Spin	4	9.45	2017	PJC-0533	55118657954	9BGBR22OF42232VT4
carro	Chevrolet	Spin	4	5.89	2015	OFI-0192	46120216817	9BGO02Q59ZFISA372
carro	Toyota	Corolla	4	8.61	2017	PQU-1219	81498776510	9BRR2F8THJJ9SMQFD
van	Mercedes-Benz	Sprinter	14	8.32	2017	PZP-8007	52440188674	9BMWF4N5GAO1BD4M5
carro	Chevrolet	Prisma	4	12.12	2017	PXZ-6637	16857664967	9BGG3CFW70DD5ZJ9D
ute	Fiat	Ducato	1800	8.07	2015	PRL-9073	78932813448	9BD00CN3SMBJRNSPX
van	Mercedes-Benz	Sprinter	9	4.19	2017	PDE-7100	96050692948	9BMGG958L6MHHQC5L
carro	Honda	Civic	2	15.55	2016	PBV-4974	93896540719	93HQNONJAX0BL7NWG
carro	Chevrolet	Onix	4	13.94	2017	PDM-6566	86065435687	9BGOV22HHDWVOMK85
van	Mercedes-Benz	Sprinter	15	11.82	2017	PQM-1720	35536329700	9BM0NGBQM80IXN0JE
carro	Volkswagen	Gol	4	6.12	2016	PEV-6678	91318075281	9BWC93L01OM9BXMK2
van	Mercedes-Benz	Sprinter	16	11.24	2015	PBF-9080	81647014124	9BMLU9QJ71KNPIJOV
carro	Toyota	Corolla	4	11.31	2014	PWX-5374	64893570842	9BRD9FG7KLIE7SEN3
carro	Chevrolet	Onix	2	7.9	2014	PWR-4355	89107488824	9BG4604ATIYI41PVU
ute	Fiat	Ducato	1800	8.17	2017	PVE-5485	60991413131	9BD532INEG448KAPV
carro	Fiat	Uno	4	13.61	2016	OQI-5611	60681143995	9BDDNWV9D34RL8AED
van	Mercedes-Benz	Sprinter	10	10.98	2014	PRM-0042	12547746586	9BMUT9LQCDECPMFS0
van	Mercedes-Benz	Sprinter	14	5.01	2017	PCY-7538	19170144188	9BMRWJFUQI7H34VMA
van	Mercedes-Benz	Sprinter	10	8.66	2017	PYV-2690	59964333467	9BMB1SOWJG1HVEHYR
carro	Toyota	Corolla	4	10.75	2017	PBJ-6878	14281546084	9BR81548520TJNNV8
van	Mercedes-Benz	Sprinter	17	14.79	2015	PPE-1831	59273786754	9BMIEE7JFSA3BXE71
van	Fiat	Ducato	14	8.3	2017	PQZ-1326	61388249794	9BD9CSZ3U7EX023SB
carro	Ford	Ka	4	12.85	2017	PJN-0832	61702374533	9BFNISC3KWXOW8QU0
van	Fiat	Ducato	11	16.13	2017	PYV-0493	57087694391	9BD1055H1DD243LJC
carro	Renault	Logan	4	8.81	2017	PVN-9398	32385671951	93YL6ZLHBGM5RWASS
carro	Honda	Civic	2	7.84	2017	PXC-4975	08233277627	93H1KHMI33TERZUAZ
carro	Fiat	Uno	4	11.7	2017	PFW-6521	00723338360	9BDEPPNIHXTPJ7B36
carro	Ford	Ka	2	11.57	2017	POH-1747	32856269750	9BFOJO6JPEC8DJ02N
ute	Mercedes-Benz	Sprinter	1800	12.12	2015	PGF-9733	08679379122	9BMK4PNRW975CRU59
ute	Fiat	Ducato	1800	12.44	2017	PZP-2880	76296300932	9BDE2FJCGEHG4BOC5
van	Mercedes-Benz	Sprinter	12	13.03	2017	PDW-3442	69768918956	9BMK6H8CMIGUSQ2WM
carro	Toyota	Corolla	4	6.8	2015	PKP-4588	75120107460	9BRF4XBN8LXQVKMWS
van	Fiat	Ducato	13	9.0	2014	PXH-0429	02625018183	9BDR1BBRXT1PNAS6C
carro	Ford	Ka	4	7.64	2017	OLP-6974	64181233673	9BF10XH4KKRHSGF8Q
van	Mercedes-Benz	Sprinter	8	5.99	2016	PHP-8447	02783355748	9BMQN9K7JSLWMB7NK
van	Mercedes-Benz	Sprinter	13	7.31	2016	OGY-9056	70395106730	9BMJUIA2WFUWL3SUO
carro	Honda	Civic	4	14.5	2016	PND-4884	92727558831	93HMAEO0WTBDCHHBL
carro	Renault	Logan	4	11.47	2016	PIM-5119	46874365135	93Y8MW6W6EOZADEXS
carro	Fiat	Uno	4	6.72	2015	PCP-3919	18754775423	9BDLTEBXABZFS3BQU
carro	Volkswagen	Gol	4	8.18	2016	PUH-4558	09945544395	9BWCB0GA2Q503M4TL
carro	Toyota	Corolla	4	10.06	2017	PBR-4385	67978314416	9BRSOFBC6LGLFNFWT
van	Fiat	Ducato	17	12.35	2015	OIP-3798	43701906257	9BD1FI4ONVR78OXDT
carro	Chevrolet	Prisma	4	7.47	2017	PFU-0720	76109211821	9BGMLA0A46D4IR6Q3
van	Mercedes-Benz	Sprinter	12	10.86	2015	PJM-7837	85866196493	9BMIXQHNNGXORH8H7
carro	Ford	Ka	4	13.73	2015	PBB-6058	26575246368	9BF501VU90B8D7EYX
carro	Honda	Civic	2	10.79	2014	PRE-6936	62098368625	93H5KXUP79W7PYE2H
van	Mercedes-Benz	Sprinter	12	9.37	2016	PJF-0062	83093037380	9BMAVC8VCJHBFPOOG
van	Fiat	Ducato	18	13.28	2017	OZZ-7065	34985184568	9BD3C28NHMPMS95Y2
carro	Volkswagen	Gol	2	11.9	2014	OBZ-7060	03228469189	9BWY3J3L6M75M3GAX
van	Mercedes-Benz	Sprinter	10	8.02	2017	PDM-2960	62517228521	9BMQ804ZDMEZ6G13Q
ute	Fiat	Ducato	1800	10.6	2017	PUB-3680	31696480635	9BDJWDF8CYMFWMMB0
van	Fiat	Ducato	13	12.91	2017	PGN-9893	88605558194	9BDOOLYR65DD2TSJ9
van	Fiat	Ducato	13	9.97	2017	PLZ-2666	80959327231	9BD925RBUHPIV2AIV
ute	Mercedes-Benz	Sprinter	1800	10.79	2015	PXX-9581	25167452122	9BM92MVQYT3WMV222
carro	Fiat	Uno	4	9.27	2014	PQP-0776	70280787335	9BDVD76DOKLCQH8TT
ute	Fiat	Ducato	1800	12.9	2014	PJZ-4092	23090210903	9BDUTUSOCX3ZAUV24
ute	Fiat	Ducato	1800	10.69	2017	OJK-0520	37388858274	9BD1WEUEQPKSMVOHZ
carro	Toyota	Corolla	4	10.11	2015	PMH-9515	98235376585	9BRJSN7M75P8KNDGY
carro	Honda	Civic	4	9.82	2017	ORH-7769	15317680578	93HC01JJV5QHHQ6FY
carro	Volkswagen	Gol	4	11.21	2017	OAD-3733	31627088969	9BWRIHL1NA3QMLST7
van	Mercedes-Benz	Sprinter	8	13.11	2016	PSG-0827	99579027102	9BM6GVOSH853BTATM
carro	Volkswagen	Gol	4	10.31	2015	PQW-7145	26956971245	9BWD3TT4PC0EY7QJB
carro	Ford	Ka	4	9.19	2015	PIU-9827	20698013416	9BFSCPZJ3K4TW1H6K
carro	Honda	Civic	4	11.44	2017	PWM-8077	33157047712	93HLTMQNG0TAPE1WT
carro	Toyota	Corolla	4	10.34	2017	POK-9167	40196805263	9BRTOPB6KKB78PUT3
carro	Volkswagen	Gol	4	9.47	2017	PLB-0208	52823007341	9BW5GFNFY9C132OFW
carro	Ford	Ka+	2	9.93	2017	PPG-8618	66992106065	9BFBEB25MD6IDWO8G
van	Fiat	Ducato	9	9.77	2017	PSR-6681	48021855397	9BDUBLPBYN4OYFPP8
carro	Toyota	Corolla	4	4.76	2017	PPC-9668	74891129178	9BROEKYFLAU3B0R6P
carro	Chevrolet	Spin	4	11.12	2016	PZA-2682	44313831055	9BGN80ZCMB8N14L94
carro	Toyota	Corolla	4	5.9	2015	PPA-4182	79032400086	9BR6UUX8572SVCO4P
van	Fiat	Ducato	8	14.46	2016	PWN-2153	37472160952	9BDAWDCHRFM7X41OZ
van	Mercedes-Benz	Sprinter	7	9.52	2017	PYP-0598	80147623071	9BMSHCOHBCCTUQVZC
ute	Fiat	Ducato	1800	12.01	2017	PRO-9337	29065959778	9BDXRR02BIJ1D2IFL
van	Mercedes-Benz	Sprinter	16	14.19	2016	PGB-7727	04103261952	9BMG037GT2B913O6P
carro	Fiat	Uno	4	10.95	2017	PJW-5588	18457502123	9BDJ0CKV5DPACAGIV
carro	Renault	Sandero	2	10.02	2017	PJX-2883	79089910087	93YYJRJNQFDE16VEQ
carro	Honda	Civic	4	15.91	2015	PKP-8853	31975372713	93HAQ1YB13J7MVRT6
ute	Fiat	Ducato	1800	10.1	2016	PTQ-4041	63575939178	9BDL3R5270R7LAEWC
van	Mercedes-Benz	Sprinter	16	10.48	2017	PRB-5538	10360680023	9BMKHLPG8J5S230XG
van	Fiat	Ducato	5	11.71	2017	PUW-2910	05983376585	9BDEQ80MUX246XADW
carro	Chevrolet	Onix	4	10.12	2017	PDM-5608	86402083084	9BG2XSAR6L5DJ20WG
van	Fiat	Ducato	11	10.48	2017	OIV-9119	33311962175	9BD6BKDZOXLNCKIGQ
van	Fiat	Ducato	16	12.52	2015	PCE-8527	41933289263	9BD0ZWFI84CP63GSW
carro	Honda	Civic	4	10.45	2017	PSN-6679	44114078474	93HAYJC4QFD4LXRVI
van	Mercedes-Benz	Sprinter	21	14.95	2014	PDP-1466	63929001002	9BMOGRSQ2I03FK0OS
van	Fiat	Ducato	7	11.0	2016	PTL-0448	23052511913	9BDUAPACYMLULYQ5C
carro	Fiat	Uno	4	13.17	2014	OCA-3210	26114279825	9BD41KHTK16C91QVC
van	Mercedes-Benz	Sprinter	13	13.37	2015	PFU-7742	17527597459	9BMN5LR19KZ7SEP19
ute	Fiat	Ducato	1800	14.36	2017	PVA-0704	56589838076	9BDARYCHH30IE9B90
van	Fiat	Ducato	17	3.79	2014	PNP-9261	74119525554	9BDJE0SHGAZCPJPA6
carro	Ford	Ka+	4	8.95	2014	PHA-6217	58275801210	9BFNZUYGEAO0ZW7ZI
van	Fiat	Ducato	15	9.16	2015	PLC-9322	63984132093	9BDY24LD52LOU5NDH
carro	Fiat	Uno	4	5.18	2015	PQZ-0712	10894380712	9BDO9PCIUH00HOQW1
van	Fiat	Ducato	16	9.74	2015	PMT-4539	98163819354	9BDFRCQQC3A77PMVV
carro	Chevrolet	Prisma	4	11.22	2016	PGV-8265	58881281762	9BGH8NU38XPI3EUCR
van	Mercedes-Benz	Sprinter	9	13.3	2015	ODG-5700	27808243661	9BM7X0J807EN0ZYF2
ute	Fiat	Ducato	1800	6.47	2014	OEU-5160	38567999700	9BD2AM530O664OENX
van	Fiat	Ducato	14	8.77	2017	PJH-2025	95222026455	9BDYU7RAH67QXFYDY
carro	Toyota	Corolla	4	11.43	2014	PDS-3760	90068427670	9BRF6SMJEBOMSZKQP
ute	Fiat	Ducato	1800	14.7	2017	PBN-4762	71339474924	9BDWK5TOP8FS6YSEQ
van	Fiat	Ducato	13	8.98	2015	PWN-1667	04688081115	9BD0KLWN706ONM4NJ
van	Fiat	Ducato	17	17.04	2015	OHY-1344	59516825741	9BDRWLB8CRN8BCNWW
carro	Chevrolet	Prisma	4	10.87	2017	PON-5472	31798985444	9BG6TM8J9TRXLI34D
carro	Toyota	Corolla	4	15.62	2017	OPR-0081	38563206493	9BRVYTTARL47KS3XF
van	Mercedes-Benz	Sprinter	15	11.34	2016	PPY-8244	30450989219	9BMJPR1POWJKQQY3E
ute	Fiat	Ducato	1800	9.39	2017	OYJ-1194	45084399922	9BDF6G8F9L2RBXOAF
ute	Mercedes-Benz	Sprinter	1800	13.45	2016	OAK-8994	57878439623	9BMRAPVB3UVVR9JA8
van	Fiat	Ducato	14	10.57	2017	PDA-2085	55027222301	9BDVVLNC3MF5WLJC1
carro	Chevrolet	Onix	2	8.0	2017	OAQ-0354	80507425883	9BGFF6GTRM2MDT8Q1
carro	Toyota	Corolla	4	12.59	2016	PNA-0608	30973173579	9BR83O5GV9LTW9V8I
carro	Ford	Ka+	4	12.87	2017	PWL-3725	75810306970	9BF25ZD8Q25ZHO9R2
carro	Toyota	Corolla	4	12.7	2017	PBU-0101	84465376129	9BR01QO1XN6TFZ1ZX
van	Mercedes-Benz	Sprinter	13	8.49	2015	PLC-9911	61657828403	9BMW19GT68UCOHJX6
carro	Ford	Ka	2	8.22	2015	PUX-9173	55242713697	9BFLZ7CHIK0FEMW0U
carro	Volkswagen	Gol	4	9.07	2016	PIO-2525	81106004921	9BWVQTBOJAQP1J23A
van	Mercedes-Benz	Sprinter	15	15.34	2016	OVF-4574	53248681109	9BMAV3V86DTEUSTSJ
carro	Chevrolet	Onix	4	14.9	2015	PVR-3140	01134194221	9BG6UO5IENYLVC6ZM
carro	Volkswagen	Gol	4	6.83	2017	PJS-2294	74458558131	9BWFVHBW9KK0UM0NM
carro	Toyota	Corolla	4	14.01	2015	OTK-0702	14400180501	9BRH7I3ZZ1W50OCT0
carro	Toyota	Corolla	4	11.27	2017	PRS-6808	44261082041	9BRSUZJ6K8OF7RWG6
ute	Mercedes-Benz	Sprinter	1800	10.51	2016	OQH-9665	28028644318	9BMHDXJUYZQE4ZV29
carro	Ford	Ka+	4	12.02	2017	PBD-0887	21063542101	9BFIJZC9H5KJG219I
van	Mercedes-Benz	Sprinter	9	12.57	2017	PHE-8284	05763693222	9BMAHI4XGE58OZC5Z
carro	Honda	Civic	2	7.53	2015	PWK-6244	46165071491	93H1FUP5MGVMAV2U9
carro	Renault	Sandero	2	8.95	2016	PSH-0805	91774615710	93YWUP741I44EEZKJ
ute	Fiat	Ducato	1800	12.93	2016	PWB-9976	41165174539	9BDXW3ZSZV83FZ890
carro	Fiat	Uno	4	13.72	2017	ONY-7377	71633490952	9BDXRLM8XPE2NWB69
carro	Chevrolet	Prisma	4	7.13	2017	OZG-6389	53606838250	9BGEDSR9B8U8P1ZNU
carro	Fiat	Uno	4	14.21	2017	PVZ-8571	38104229693	9BDFT8JF48W83S4MW
carro	Toyota	Corolla	4	10.28	2017	PDO-9679	21408245567	9BRJMO8L6UYS94BQY
carro	Ford	Ka+	2	9.3	2016	PFT-3277	81101368284	9BFQFAGJNW582QKWK
carro	Fiat	Uno	4	12.59	2016	POY-8497	62240463903	9BDF01QCGOBFHHZXP
ute	Mercedes-Benz	Sprinter	1800	11.13	2015	PEP-2723	15695116447	9BM62RK9ZJQ2YUZPN
carro	Renault	Sandero	2	14.41	2017	PIU-8437	78772891172	93YR3ITDVYOTGO79F
carro	Toyota	Corolla	4	12.55	2016	PDE-2454	58251972541	9BRP4BXJLIWRINMX2
van	Mercedes-Benz	Sprinter	11	7.34	2017	PLA-2964	13153681842	9BMHISL8JPA28EB04
van	Fiat	Ducato	14	12.67	2015	OCJ-0023	22343581774	9BD99B4HOPS273KHO
carro	Honda	Civic	4	8.95	2017	PSR-7210	76444584425	93HQ3QSSI6QQ1US8U
van	Mercedes-Benz	Sprinter	13	13.96	2016	PTU-8656	19320101481	9BMCF2RFR56A85A3S
van	Fiat	Ducato	12	12.15	2017	PXV-0009	11154039898	9BDEKCI90O7EYQ3E5
carro	Renault	Logan	4	6.37	2014	PKJ-9761	86702338340	93Y2BG6ZTFPY31LGX
carro	Chevrolet	Spin	2	9.6	2017	OYK-3215	92302112069	9BGBC6TBRBMZN3NLJ
carro	Toyota	Corolla	4	13.07	2017	PXE-2207	44664326505	9BRO67SEZP9PF05CV
carro	Ford	Ka+	4	12.8	2015	OSK-3221	57485632595	9BF0NXC1YNB3TSSW0
carro	Chevrolet	Prisma	2	13.43	2015	OKT-6919	92368106586	9BGK5KNCBOCU6FGEG
van	Mercedes-Benz	Sprinter	17	12.77	2017	PJY-7929	14478703637	9BMX0EOABBHO471R1
carro	Ford	Ka+	4	13.64	2015	PEX-7408	58589822036	9BFEGMM65W0QZODV3
carro	Chevrolet	Onix	4	10.37	2017	OJS-8298	49748593188	9BGKV61W4461H6M44
carro	Ford	Ka+	4	13.35	2016	PMX-9822	88656493637	9BF1ADBL4GPOAKJYI
carro	Volkswagen	Gol	2	11.93	2015	PLH-6882	27347115410	9BWFSH9MPTZZP642W
carro	Toyota	Corolla	4	13.34	2017	PEC-5288	62515478110	9BRJ68LFB6Q2PHM18
carro	Toyota	Corolla	4	13.61	2017	PWP-7153	46170861127	9BR6YSNH953QQQO8H
ute	Mercedes-Benz	Sprinter	1800	9.84	2015	OTF-3543	96799880588	9BMYEEE65JIOXXN19
van	Mercedes-Benz	Sprinter	10	9.21	2015	PAX-4004	00680169380	9BMHKAAESCQS535UK
carro	Ford	Ka+	4	11.66	2014	OXS-7828	43567757351	9BFLNFXRD9AFLF0RC
van	Mercedes-Benz	Sprinter	8	8.86	2016	PHA-3566	63366495159	9BM0R78SQE41446C3
carro	Fiat	Uno	4	14.19	2017	PSU-4810	63797083291	9BDMMA1FU3P8CCTYE
carro	Fiat	Uno	4	11.06	2014	PJZ-5003	48134572872	9BDXNW2OEZNFBAZ2P
carro	Renault	Logan	4	7.59	2015	PJY-6721	99323917030	93YYVTBWS39QV3R0R
carro	Toyota	Corolla	4	15.39	2016	PAU-9363	46410651730	9BRXXITPVE9HXAQDD
carro	Honda	Civic	4	15.41	2017	PIZ-6697	12355773049	93HPI6IXK8KNO3SEI
van	Fiat	Ducato	17	8.48	2017	PNP-5266	79782857064	9BDCIU7MBE9A1TPPV
carro	Toyota	Corolla	4	13.27	2014	PTQ-6574	06851129930	9BR3JY6BE5PVKW2YH
carro	Chevrolet	Spin	4	11.79	2014	PSQ-2604	76117907085	9BGMEE1KCGWYUK5VJ
ute	Mercedes-Benz	Sprinter	1800	8.81	2016	PJK-3258	18437641182	9BM5GUMGQS108E8CR
ute	Mercedes-Benz	Sprinter	1800	16.98	2017	PDY-0944	80773173220	9BMIXQK7WJUOEX7Z0
carro	Renault	Logan	4	9.4	2017	PVU-7779	33413749823	93YDNA7UJYJB3IZ0F
carro	Toyota	Corolla	4	12.47	2015	PTL-0114	28675048161	9BRDMWI1TFQXTEJC0
van	Mercedes-Benz	Sprinter	11	8.44	2017	PZW-0429	26573505945	9BMNL8ZYSYNG3KDTZ
van	Mercedes-Benz	Sprinter	7	3.22	2017	OOS-3749	46169836058	9BMCSWN379ANKSSZE
carro	Fiat	Uno	4	9.78	2014	OEQ-5611	12985718503	9BD6X8UGCELP25T0V
carro	Toyota	Corolla	2	13.0	2017	PUN-3952	23353647108	9BRGSEC8IPU3QYBXK
carro	Renault	Logan	4	9.59	2017	OVH-9281	22662452871	93Y2AT5T6P4QDOV9J
van	Fiat	Ducato	14	13.57	2017	PVC-5544	60225736847	9BDZJS3H4ZDPKEDK2
van	Fiat	Ducato	12	11.62	2016	PQG-9795	30637511825	9BDYDYCV5NHDO8UBN
van	Mercedes-Benz	Sprinter	10	12.33	2017	PAA-9850	68890812167	9BM65CT0T4H4O110Q
van	Fiat	Ducato	18	11.24	2017	PAN-8080	58734829817	9BD0YQDQSVIBGL88P
carro	Ford	Ka	4	12.4	2016	PXH-7692	79303629780	9BF4NC88DH3T2QRYG
van	Mercedes-Benz	Sprinter	9	10.94	2017	PQU-5099	78828856729	9BMR3LWY67LAH335O
carro	Fiat	Uno	2	11.43	2017	OEK-8607	76123522910	9BDGEMM5LN2ON965L
carro	Chevrolet	Prisma	4	14.45	2017	OPV-0216	02081236248	9BGGCNWXSYOYF3SSF
ute	Mercedes-Benz	Sprinter	1800	10.13	2015	PGY-0050	64849702497	9BMNLKEZBB4QGHZ06
van	Fiat	Ducato	4	5.85	2017	PXA-5861	55216232274	9BDUE5BZWJT0KRNJK
